Invoice_Line_Id,Invoice_Id,Contract__Description,Project_Id,Name,Invoice_Line_Number__c,sitetracker__Quantity__c,sitetracker__Unit_Price__c,Invoice_Amount__c,Total_Invoice_Amount__c,Invoice_Date__c,Invoice_Due_Date__c,Invoice_Status__c,Infinium_Project_Number__c,Budgeted_Quantity__c,Budget_Vendor_Pricing_Line__r.Name,Company_Code__c,Operating_Area__c,Account_Code_Lookup__r.Name,Cost_Center__c,Type__c,GL_Code__c,Cost_Category_Name__c,Cost_Code_Check__c,Invoice_Line_Amount_Check__c,No_Matching_Budget_Line__c,Pending_Invoices_Check__c,Quantity_Exceeds_Budget__c,LastModifiedDate,Unit_of_Measure__c
INVLN000769,INV000045,Synthetic Contract 44 - Professional Services Contract,PRJ000323,INVL-0424951,3,10,43.75,437.5,12549.15,2025-10-01 00:00:00,2025-11-15 00:00:00,Hold,5386006,-7,BVPL-258463,,,2421.201,,Engineering,012.000.2421.201.000.344,L42A,1,TRUE,FALSE,TRUE,TRUE,2025-11-13 04:51:09,Each
INVLN000770,INV000045,Synthetic Contract 44 - Professional Services Contract,PRJ000323,INVL-0425077,4,10187,0.65,6621.55,12549.15,2025-10-01 00:00:00,2025-11-15 00:00:00,Hold,5386006,0,BVPL-258457,,,2421.201,,Engineering,012.000.2421.201.000.344,FE12R,1,TRUE,FALSE,TRUE,TRUE,2025-11-13 04:51:09,Each
INVLN000771,INV000152,Synthetic Contract 44 - Professional Services Contract,PRJ000328,INVL-0425768,2,15381,0.65,9997.65,13527.21,2025-10-01 00:00:00,2025-11-15 00:00:00,Hold,5386016,0,BVPL-258457,,,2421.201,,Engineering,012.000.2421.201.000.344,FE12R,1,TRUE,FALSE,TRUE,TRUE,2025-11-13 04:51:48,Each
INVLN000772,INV000152,Synthetic Contract 44 - Professional Services Contract,PRJ000328,INVL-0425769,3,77,40.28,3101.56,13527.21,2025-10-01 00:00:00,2025-11-15 00:00:00,Hold,5386016,0,BVPL-258473,,,2421.201,,Engineering,012.000.2421.201.000.344,FE16,1,TRUE,FALSE,TRUE,TRUE,2025-11-13 04:51:48,Each
INVLN000773,INV000152,Synthetic Contract 44 - Professional Services Contract,PRJ000328,INVL-0425770,4,8,43.75,350,13527.21,2025-10-01 00:00:00,2025-11-15 00:00:00,Hold,5386016,-5,BVPL-258463,,,2421.201,,Engineering,012.000.2421.201.000.344,L42A,1,TRUE,FALSE,TRUE,TRUE,2025-11-13 04:51:48,Each
INVLN000774,INV000164,Synthetic Contract 44 - Professional Services Contract,PRJ000376,INVL-0428272,2,101,22.29,2251.29,7078.66,2025-10-02 00:00:00,2025-11-16 00:00:00,Hold,5385998,0,BVPL-258459,,,2421.201,,Engineering,012.000.2421.201.000.344,FE12,1,TRUE,FALSE,TRUE,TRUE,2025-11-13 04:57:19,Each
INVLN000775,INV000164,Synthetic Contract 44 - Professional Services Contract,PRJ000376,INVL-0428273,3,48,40.28,1933.44,7078.66,2025-10-02 00:00:00,2025-11-16 00:00:00,Hold,5385998,0,BVPL-258473,,,2421.201,,Engineering,012.000.2421.201.000.344,FE16,1,TRUE,FALSE,TRUE,TRUE,2025-11-13 04:57:19,Each
INVLN000776,INV000094,Synthetic Contract 2 - Vendor Services Contract,PRJ000036,INVL-0371227,6,1,5.17,5.17,368.48,2025-09-11 00:00:00,2025-11-10 00:00:00,Hold,5394156,0,,151,338,3422.204,0,Engineering,151.000.3422.204.000.344,D30A,1,TRUE,FALSE,TRUE,TRUE,2025-11-13 03:22:10,Each
INVLN000777,INV000174,Synthetic Contract 3 - Equipment Supply Agreement,PRJ000393,INVL-0445140,12,10.5,45,472.5,2685,2025-10-07 00:00:00,2025-12-06 00:00:00,Hold,4193221,-4,BVPL-241221,,,3423.104,,Engineering,161.000.3423.104.000.344,L42A,1,TRUE,FALSE,TRUE,TRUE,2025-11-13 05:26:57,Each
INVLN000778,INV000174,Synthetic Contract 3 - Equipment Supply Agreement,PRJ000394,INVL-0445172,14,10,45,450,2685,2025-10-07 00:00:00,2025-12-06 00:00:00,Hold,4200724,-203,BVPL-241221,,,3423.104,,Engineering,161.000.3423.104.000.344,L42A,1,TRUE,FALSE,TRUE,TRUE,2025-11-13 05:26:57,Each
INVLN000779,INV000174,Synthetic Contract 3 - Equipment Supply Agreement,PRJ000394,INVL-0445173,15,63,1,63,2685,2025-10-07 00:00:00,2025-12-06 00:00:00,Hold,4200724,-1239,BVPL-262294,,,3423.104,,Engineering,161.000.3423.104.000.344,Mileage,1,TRUE,FALSE,TRUE,TRUE,2025-11-13 05:26:57,Each
INVLN000780,INV000017,Synthetic Contract 3 - Equipment Supply Agreement,PRJ000395,INVL-0441031,5,3,45,135,2685,2025-10-13 00:00:00,2025-12-12 00:00:00,Hold,4180933,-44,BVPL-241221,,,3423.104,0,Engineering,161.000.3423.104.000.344,L42A,1,TRUE,FALSE,TRUE,TRUE,2025-11-13 05:20:31,Hours
INVLN000781,INV000017,Synthetic Contract 3 - Equipment Supply Agreement,PRJ000395,INVL-0441032,6,7,1,7,2685,2025-10-13 00:00:00,2025-12-12 00:00:00,Hold,4180933,-238,BVPL-262294,,,3423.104,0,Engineering,161.000.3423.104.000.344,Mileage,1,TRUE,FALSE,TRUE,TRUE,2025-11-13 05:20:31,Each
INVLN000782,INV000017,Synthetic Contract 3 - Equipment Supply Agreement,PRJ000008,INVL-0441035,9,1,45,45,2685,2025-10-13 00:00:00,2025-12-12 00:00:00,Hold,4191629,-29,BVPL-241221,,,3423.104,0,Engineering,161.000.3423.104.000.344,L42A,1,TRUE,FALSE,TRUE,TRUE,2025-11-13 05:20:31,Hours
INVLN000783,INV000034,Synthetic Contract 3 - Equipment Supply Agreement,PRJ000396,INVL-0341523,1,8,35,280,1416.8,2025-09-02 00:00:00,2025-11-01 00:00:00,Hold,4210410,-80,BVPL-241307,161,348,3423.104,0,Engineering,164.000.3423.104.000.344,L04A,1,TRUE,FALSE,TRUE,TRUE,2025-11-13 02:44:51,Hours
INVLN000784,INV000034,Synthetic Contract 3 - Equipment Supply Agreement,PRJ000396,INVL-0341524,2,3.36,1,3.36,1416.8,2025-09-02 00:00:00,2025-11-01 00:00:00,Hold,4210410,-33,BVPL-267537,161,348,3423.104,0,Engineering,164.000.3423.104.000.344,TAX,1,TRUE,FALSE,TRUE,TRUE,2025-11-13 02:44:51,Each
INVLN000785,INV000170,Synthetic Contract 3 - Equipment Supply Agreement,PRJ000397,INVL-0238419,2,2,35,70,140,2025-08-07 00:00:00,2025-10-06 00:00:00,Hold,4209964,-16,BVPL-241307,161,348,3423.104,0,Engineering,164.000.3423.104.000.344,L04A,1,TRUE,FALSE,TRUE,TRUE,2025-11-13 01:45:23,Hours
INVLN000786,INV000110,Synthetic Contract 3 - Equipment Supply Agreement,PRJ000398,INVL-0290273,1,8.25,35,288.75,1277.5,2025-08-11 00:00:00,2025-10-10 00:00:00,Hold,4209817,-5,BVPL-241307,161,348,3423.104,0,Engineering,164.000.3423.104.000.344,L04A,1,TRUE,FALSE,TRUE,TRUE,2025-11-13 02:02:11,Hours
INVLN000787,INV000065,Synthetic Contract 3 - Equipment Supply Agreement,PRJ000397,INVL-0290632,2,15.5,35,542.5,560,2025-08-11 00:00:00,2025-10-10 00:00:00,Hold,4209964,-2,BVPL-241307,161,348,3423.104,0,Engineering,164.000.3423.104.000.344,L04A,1,TRUE,FALSE,TRUE,TRUE,2025-11-13 02:03:07,Hours
INVLN000788,INV000157,Synthetic Contract 3 - Equipment Supply Agreement,PRJ000395,INVL-0501640,5,2,45,90,2685,2025-10-28 00:00:00,2025-12-27 00:00:00,Hold,4180933,-45,,161,,3423.104,,Engineering,161.000.3423.104.000.344,L42A,1,TRUE,FALSE,TRUE,TRUE,2025-11-13 07:51:26,Each
INVLN000789,INV000157,Synthetic Contract 3 - Equipment Supply Agreement,PRJ000399,INVL-0501643,7,2,45,90,2685,2025-10-28 00:00:00,2025-12-27 00:00:00,Hold,4200096,-82,,161,,3423.104,,Engineering,161.000.3423.104.000.344,L42A,1,TRUE,FALSE,TRUE,TRUE,2025-11-13 07:51:26,Each
INVLN000790,INV000157,Synthetic Contract 3 - Equipment Supply Agreement,PRJ000400,INVL-0501652,10,2,45,90,2685,2025-10-28 00:00:00,2025-12-27 00:00:00,Hold,4191873,-42,,161,,3423.104,,Engineering,161.000.3423.104.000.344,L42A,1,TRUE,FALSE,TRUE,TRUE,2025-11-13 07:51:26,Each
INVLN000791,INV000157,Synthetic Contract 3 - Equipment Supply Agreement,PRJ000399,INVL-0501704,17,11,0.7,7.7,2685,2025-10-28 00:00:00,2025-12-27 00:00:00,Hold,4200096,-236,,161,,3423.104,,Engineering,161.000.3423.104.000.344,Mileage,1,TRUE,FALSE,TRUE,TRUE,2025-11-13 07:51:26,Each
INVLN000792,INV000157,Synthetic Contract 3 - Equipment Supply Agreement,PRJ000395,INVL-0501702,20,12,0.7,8.4,2685,2025-10-28 00:00:00,2025-12-27 00:00:00,Hold,4180933,-233,,161,,3423.104,,Engineering,161.000.3423.104.000.344,Mileage,1,TRUE,FALSE,TRUE,TRUE,2025-11-13 07:51:26,Each
INVLN000793,INV000157,Synthetic Contract 3 - Equipment Supply Agreement,PRJ000400,INVL-0501706,21,17,0.7,11.9,2685,2025-10-28 00:00:00,2025-12-27 00:00:00,Hold,4191873,-222,,161,,3423.104,,Engineering,161.000.3423.104.000.344,Mileage,1,TRUE,FALSE,TRUE,TRUE,2025-11-13 07:51:26,Each
INVLN000794,INV000010,Synthetic Contract 3 - Equipment Supply Agreement,PRJ000401,INVL-0475535,,4,45,180,2820,2025-10-16 00:00:00,2025-12-15 00:00:00,Hold,4181237,-129,BVPL-241221,,,3423.104,,Engineering,164.000.3423.104.000.344,L42A,1,TRUE,FALSE,TRUE,TRUE,2025-10-16 16:54:02,Each
INVLN000795,INV000010,Synthetic Contract 3 - Equipment Supply Agreement,PRJ000401,INVL-0475538,,3,45,135,2820,2025-10-16 00:00:00,2025-12-15 00:00:00,Hold,4181237,-126,BVPL-241221,,,3423.104,,Engineering,164.000.3423.104.000.344,L42A,1,TRUE,FALSE,TRUE,TRUE,2025-10-16 16:52:43,Each
INVLN000796,INV000010,Synthetic Contract 3 - Equipment Supply Agreement,PRJ000306,INVL-0475546,,3,45,135,2820,2025-10-16 00:00:00,2025-12-15 00:00:00,Hold,4181622,-86,BVPL-241221,,,3423.104,,Engineering,164.000.3423.104.000.344,L42A,1,TRUE,FALSE,TRUE,TRUE,2025-10-16 16:52:01,Each
INVLN000797,INV000010,Synthetic Contract 3 - Equipment Supply Agreement,PRJ000402,INVL-0475548,,3,45,135,2820,2025-10-16 00:00:00,2025-12-15 00:00:00,Hold,4188201,-158,BVPL-241221,,,3423.104,,Engineering,164.000.3423.104.000.344,L42A,1,TRUE,FALSE,TRUE,TRUE,2025-10-16 16:49:52,Each
INVLN000798,INV000010,Synthetic Contract 3 - Equipment Supply Agreement,PRJ000402,INVL-0475785,,21,1,21,2820,2025-10-16 00:00:00,2025-12-15 00:00:00,Hold,4188201,-553,BVPL-262294,,,3423.104,,Engineering,164.000.3423.104.000.344,Mileage,1,TRUE,FALSE,TRUE,TRUE,2025-10-16 17:02:14,Each
INVLN000799,INV000010,Synthetic Contract 3 - Equipment Supply Agreement,PRJ000306,INVL-0475814,,15.4,1,15.4,2820,2025-10-16 00:00:00,2025-12-15 00:00:00,Hold,4181622,-402,BVPL-262294,,,3423.104,0,Engineering,164.000.3423.104.000.344,Mileage,1,TRUE,FALSE,TRUE,TRUE,2025-10-21 17:57:21,Each
INVLN000800,INV000010,Synthetic Contract 3 - Equipment Supply Agreement,PRJ000401,INVL-0475834,,8.4,1,8.4,2820,2025-10-16 00:00:00,2025-12-15 00:00:00,Hold,4181237,-530,BVPL-262294,,,3423.104,,Engineering,164.000.3423.104.000.344,Mileage,1,TRUE,FALSE,TRUE,TRUE,2025-10-16 17:08:16,Each
INVLN000801,INV000010,Synthetic Contract 3 - Equipment Supply Agreement,PRJ000401,INVL-0475877,,18.9,1,18.9,2820,2025-10-16 00:00:00,2025-12-15 00:00:00,Hold,4181237,-538,BVPL-262294,,,3423.104,,Engineering,164.000.3423.104.000.344,Mileage,1,TRUE,FALSE,TRUE,TRUE,2025-10-16 17:09:35,Each
INVLN000802,INV000078,Synthetic Contract 3 - Equipment Supply Agreement,PRJ000401,INVL-0479249,7,3,45,135,2482.5,2025-10-17 00:00:00,2025-12-16 00:00:00,Hold,4181237,-159,BVPL-241221,,,3423.104,,Engineering,164.000.3423.104.000.344,L42A,1,TRUE,FALSE,TRUE,TRUE,2025-11-13 06:12:56,Each
INVLN000803,INV000078,Synthetic Contract 3 - Equipment Supply Agreement,PRJ000401,INVL-0479281,8,14.7,1,14.7,2482.5,2025-10-17 00:00:00,2025-12-16 00:00:00,Hold,4181237,-658,BVPL-262294,,,3423.104,,Engineering,164.000.3423.104.000.344,Mileage,1,TRUE,FALSE,TRUE,TRUE,2025-11-13 06:12:56,Each
INVLN000804,INV000078,Synthetic Contract 3 - Equipment Supply Agreement,PRJ000402,INVL-0479470,16,4.5,45,202.5,2482.5,2025-10-17 00:00:00,2025-12-16 00:00:00,Hold,4188201,-199,BVPL-241221,,,3423.104,,Engineering,164.000.3423.104.000.344,L42A,1,TRUE,FALSE,TRUE,TRUE,2025-11-13 06:12:56,Each
INVLN000805,INV000078,Synthetic Contract 3 - Equipment Supply Agreement,PRJ000402,INVL-0479487,17,12.6,1,12.6,2482.5,2025-10-17 00:00:00,2025-12-16 00:00:00,Hold,4188201,-680,BVPL-262294,,,3423.104,,Engineering,164.000.3423.104.000.344,Mileage,1,TRUE,FALSE,TRUE,TRUE,2025-11-13 06:12:56,Each
INVLN000806,INV000078,Synthetic Contract 3 - Equipment Supply Agreement,PRJ000403,INVL-0479759,26,3,45,135,2482.5,2025-10-17 00:00:00,2025-12-16 00:00:00,Hold,4200187,-60,BVPL-241221,,,3423.104,,Engineering,164.000.3423.104.000.344,L42A,1,TRUE,FALSE,TRUE,TRUE,2025-11-13 06:12:56,Each
INVLN000807,INV000078,Synthetic Contract 3 - Equipment Supply Agreement,PRJ000403,INVL-0479763,27,13.3,1,13.3,2482.5,2025-10-17 00:00:00,2025-12-16 00:00:00,Hold,4200187,-356,BVPL-262294,,,3423.104,,Engineering,164.000.3423.104.000.344,Mileage,1,TRUE,FALSE,TRUE,TRUE,2025-11-13 06:12:56,Each
INVLN000808,INV000078,Synthetic Contract 3 - Equipment Supply Agreement,PRJ000306,INVL-0479781,30,15.4,1,15.4,2482.5,2025-10-17 00:00:00,2025-12-16 00:00:00,Hold,4181622,-487,BVPL-262294,,,3423.104,,Engineering,164.000.3423.104.000.344,Mileage,1,TRUE,FALSE,TRUE,TRUE,2025-11-13 06:12:56,Each
INVLN000809,INV000017,Synthetic Contract 3 - Equipment Supply Agreement,PRJ000008,INVL-0441036,10,7.7,1,7.7,2685,2025-10-13 00:00:00,2025-12-12 00:00:00,Hold,4191629,-122,BVPL-262294,,,3423.104,0,Engineering,161.000.3423.104.000.344,Mileage,1,TRUE,FALSE,TRUE,TRUE,2025-11-13 05:20:31,Each
INVLN000810,INV000017,Synthetic Contract 3 - Equipment Supply Agreement,PRJ000399,INVL-0441040,13,3,45,135,2685,2025-10-13 00:00:00,2025-12-12 00:00:00,Hold,4200096,-81,BVPL-241221,,,3423.104,0,Engineering,161.000.3423.104.000.344,L42A,1,TRUE,FALSE,TRUE,TRUE,2025-11-13 05:20:31,Hours
INVLN000811,INV000017,Synthetic Contract 3 - Equipment Supply Agreement,PRJ000399,INVL-0441041,14,13.3,1,13.3,2685,2025-10-13 00:00:00,2025-12-12 00:00:00,Hold,4200096,-234,BVPL-262294,,,3423.104,0,Engineering,161.000.3423.104.000.344,Mileage,1,TRUE,FALSE,TRUE,TRUE,2025-11-13 05:20:31,Each
INVLN000812,INV000017,Synthetic Contract 3 - Equipment Supply Agreement,PRJ000404,INVL-0441042,15,3,45,135,2685,2025-10-13 00:00:00,2025-12-12 00:00:00,Hold,4200520,-51,BVPL-241221,,,3423.104,0,Engineering,161.000.3423.104.000.344,L42A,1,TRUE,FALSE,TRUE,TRUE,2025-11-13 05:20:31,Hours
INVLN000813,INV000017,Synthetic Contract 3 - Equipment Supply Agreement,PRJ000404,INVL-0441043,16,17.5,1,17.5,2685,2025-10-13 00:00:00,2025-12-12 00:00:00,Hold,4200520,-180,BVPL-262294,,,3423.104,0,Engineering,161.000.3423.104.000.344,Mileage,1,TRUE,FALSE,TRUE,TRUE,2025-11-13 05:20:31,Each
INVLN000814,INV000174,Synthetic Contract 3 - Equipment Supply Agreement,PRJ000405,INVL-0445112,1,2.25,45,101.25,2685,2025-10-07 00:00:00,2025-12-06 00:00:00,Hold,4174378,-48,BVPL-241221,,,3423.104,,Engineering,161.000.3423.104.000.344,L42A,1,TRUE,FALSE,TRUE,TRUE,2025-11-13 05:26:57,Each
INVLN000815,INV000174,Synthetic Contract 3 - Equipment Supply Agreement,PRJ000405,INVL-0445113,2,3.5,1,3.5,2685,2025-10-07 00:00:00,2025-12-06 00:00:00,Hold,4174378,-141,BVPL-262294,,,3423.104,,Engineering,161.000.3423.104.000.344,Mileage,1,TRUE,FALSE,TRUE,TRUE,2025-11-13 05:26:57,Each
INVLN000816,INV000174,Synthetic Contract 3 - Equipment Supply Agreement,PRJ000406,INVL-0445125,6,2.25,45,101.25,2685,2025-10-07 00:00:00,2025-12-06 00:00:00,Hold,4178619,-106,BVPL-241221,,,3423.104,,Engineering,161.000.3423.104.000.344,L42A,1,TRUE,FALSE,TRUE,TRUE,2025-11-13 05:26:57,Each
INVLN000817,INV000174,Synthetic Contract 3 - Equipment Supply Agreement,PRJ000406,INVL-0445126,7,5.6,1,5.6,2685,2025-10-07 00:00:00,2025-12-06 00:00:00,Hold,4178619,-378,BVPL-262294,,,3423.104,,Engineering,161.000.3423.104.000.344,Mileage,1,TRUE,FALSE,TRUE,TRUE,2025-11-13 05:26:57,Each
INVLN000818,INV000174,Synthetic Contract 3 - Equipment Supply Agreement,PRJ000029,INVL-0445131,8,2,45,90,2685,2025-10-07 00:00:00,2025-12-06 00:00:00,Hold,4184072,-31,BVPL-241221,,,3423.104,,Engineering,161.000.3423.104.000.344,L42A,1,TRUE,FALSE,TRUE,TRUE,2025-11-13 05:26:57,Each
INVLN000819,INV000174,Synthetic Contract 3 - Equipment Supply Agreement,PRJ000029,INVL-0445132,9,4.9,1,4.9,2685,2025-10-07 00:00:00,2025-12-06 00:00:00,Hold,4184072,-63,BVPL-262294,,,3423.104,,Engineering,161.000.3423.104.000.344,Mileage,1,TRUE,FALSE,TRUE,TRUE,2025-11-13 05:26:57,Each
INVLN000820,INV000157,Synthetic Contract 3 - Equipment Supply Agreement,PRJ000407,INVL-0501713,22,14,0.7,9.8,2685,2025-10-28 00:00:00,2025-12-27 00:00:00,Hold,4174468,-94,,161,,3423.104,,Engineering,161.000.3423.104.000.344,Mileage,1,TRUE,FALSE,TRUE,TRUE,2025-11-13 07:51:26,Each
INVLN000821,INV000157,Synthetic Contract 3 - Equipment Supply Agreement,PRJ000407,INVL-0504099,32,4,45,180,2685,2025-10-28 00:00:00,2025-12-27 00:00:00,Hold,4174468,-16,,161,,3423.104,,Engineering,161.000.3423.104.000.344,L42A,1,TRUE,FALSE,TRUE,TRUE,2025-11-13 07:51:26,Each
INVLN000822,INV000118,Synthetic Contract 3 - Equipment Supply Agreement,PRJ000408,INVL-0494148,1,48.3,1,48.3,2002.3,2025-10-23 00:00:00,2025-12-22 00:00:00,Hold,4178133,-297,BVPL-262294,,,3423.104,,Engineering,164.000.3423.104.000.344,Mileage,1,TRUE,FALSE,TRUE,TRUE,2025-11-13 07:16:12,Each
INVLN000823,INV000118,Synthetic Contract 3 - Equipment Supply Agreement,PRJ000409,INVL-0494144,2,32,45,1440,2002.3,2025-10-23 00:00:00,2025-12-22 00:00:00,Hold,4170866,-64,BVPL-241221,,,3423.104,,Engineering,164.000.3423.104.000.344,L42A,1,TRUE,FALSE,TRUE,TRUE,2025-11-13 07:16:12,Each
INVLN000824,INV000118,Synthetic Contract 3 - Equipment Supply Agreement,PRJ000408,INVL-0494145,3,8,45,360,2002.3,2025-10-23 00:00:00,2025-12-22 00:00:00,Hold,4178133,-56,BVPL-241221,,,3423.104,,Engineering,164.000.3423.104.000.344,L42A,1,TRUE,FALSE,TRUE,TRUE,2025-11-13 07:16:12,Each
INVLN000825,INV000118,Synthetic Contract 3 - Equipment Supply Agreement,PRJ000409,INVL-0494147,4,154,1,154,2002.3,2025-10-23 00:00:00,2025-12-22 00:00:00,Hold,4170866,-368,BVPL-262294,,,3423.104,,Engineering,164.000.3423.104.000.344,Mileage,1,TRUE,FALSE,TRUE,TRUE,2025-11-13 07:16:12,Each
INVLN000826,INV000198,Synthetic Contract 3 - Equipment Supply Agreement,PRJ000410,INVL-0497594,1,3,51,153,2214,2025-10-24 00:00:00,2025-12-23 00:00:00,Hold,4192861,0,BVPL-241207,,,3423.104,,Engineering,161.000.3423.104.000.344,L01A,1,TRUE,FALSE,TRUE,TRUE,2025-11-13 07:34:37,Each
INVLN000827,INV000198,Synthetic Contract 3 - Equipment Supply Agreement,PRJ000411,INVL-0497599,2,25,21.38,534.5,2214,2025-10-24 00:00:00,2025-12-23 00:00:00,Hold,4212620,0,,,,3423.104,,Engineering,164.000.3423.104.000.344,N91G,1,TRUE,FALSE,TRUE,TRUE,2025-11-13 07:34:37,Each
INVLN000828,INV000198,Synthetic Contract 3 - Equipment Supply Agreement,PRJ000410,INVL-0497610,3,2500,0.22,550,2214,2025-10-24 00:00:00,2025-12-23 00:00:00,Hold,4192861,0,,,,3423.104,,Engineering,161.000.3423.104.000.344,EN90,1,TRUE,FALSE,TRUE,TRUE,2025-11-13 07:34:37,Each
INVLN000829,INV000198,Synthetic Contract 3 - Equipment Supply Agreement,PRJ000412,INVL-0500490,4,1500,0.22,330,2214,2025-10-24 00:00:00,2025-12-23 00:00:00,Hold,4212900,0,,,,3423.104,,Engineering,164.000.3423.104.000.344,EN90,1,TRUE,FALSE,TRUE,TRUE,2025-11-13 07:34:37,Each
INVLN000830,INV000198,Synthetic Contract 3 - Equipment Supply Agreement,PRJ000412,INVL-0500469,5,25,21.38,534.5,2214,2025-10-24 00:00:00,2025-12-23 00:00:00,Hold,4212900,0,,,,3423.104,,Engineering,164.000.3423.104.000.344,N91G,1,TRUE,FALSE,TRUE,TRUE,2025-11-13 07:34:37,Each
INVLN000831,INV000198,Synthetic Contract 3 - Equipment Supply Agreement,PRJ000412,INVL-0500499,6,80,0.7,56,2214,2025-10-24 00:00:00,2025-12-23 00:00:00,Hold,4212900,-36,,,,3423.104,,Engineering,164.000.3423.104.000.344,Mileage,1,TRUE,FALSE,TRUE,TRUE,2025-11-13 07:34:37,Each
INVLN000832,INV000198,Synthetic Contract 3 - Equipment Supply Agreement,PRJ000411,INVL-0500503,7,40,0.7,28,2214,2025-10-24 00:00:00,2025-12-23 00:00:00,Hold,4212620,-23,,,,3423.104,,Engineering,164.000.3423.104.000.344,Mileage,1,TRUE,FALSE,TRUE,TRUE,2025-11-13 07:34:37,Each
INVLN000833,INV000198,Synthetic Contract 3 - Equipment Supply Agreement,PRJ000410,INVL-0500506,8,40,0.7,28,2214,2025-10-24 00:00:00,2025-12-23 00:00:00,Hold,4192861,0,,,,3423.104,,Engineering,161.000.3423.104.000.344,Mileage,1,TRUE,FALSE,TRUE,TRUE,2025-11-13 07:34:37,Each
INVLN000834,INV000043,Synthetic Contract 22 - Vendor Services Contract,PRJ000413,INVL-0378721,1,500,0.97,485,485,2025-09-15 00:00:00,2025-11-14 00:00:00,Hold,1326691,0,BVPL-273179,1,509,2421.401,231,Field Work,005.000.2421.401.000.345,F13,1,TRUE,TRUE,TRUE,FALSE,2025-11-13 03:31:04,Feet
INVLN000835,INV000022,Synthetic Contract 2 - Vendor Services Contract,PRJ000414,INVL-0513169,3,11,55,605,2915,2025-10-29 00:00:00,2025-12-28 00:00:00,Hold,5338738,0,,151,338,2422.101,182,Engineering,151.000.2422.101.000.344,L01C,1,TRUE,FALSE,TRUE,TRUE,2025-11-13 08:21:08,Hours
INVLN000836,INV000157,Synthetic Contract 3 - Equipment Supply Agreement,PRJ000415,INVL-0501677,15,4,45,180,2685,2025-10-28 00:00:00,2025-12-27 00:00:00,Hold,4197260,-6,,161,,2422.101,,Engineering,161.000.2422.101.000.344,L42A,1,TRUE,FALSE,TRUE,TRUE,2025-11-13 07:51:26,Each
INVLN000837,INV000157,Synthetic Contract 3 - Equipment Supply Agreement,PRJ000415,INVL-0501696,19,12,0.7,8.4,2685,2025-10-28 00:00:00,2025-12-27 00:00:00,Hold,4197260,-13,,161,,2422.101,,Engineering,161.000.2422.101.000.344,Mileage,1,TRUE,FALSE,TRUE,TRUE,2025-11-13 07:51:26,Each
INVLN000838,INV000200,Synthetic Contract 34 - Professional Services Contract,PRJ000308,INVL-0416427,1,4,53.56,214.24,2171.28,2025-09-29 00:00:00,2025-11-13 00:00:00,Hold,5393016,0,BVPL-272845,151,338,2422.101,253,Field Work,152.000.2422.101.000.345,E20A,1,TRUE,FALSE,TRUE,TRUE,2025-11-13 04:31:13,Hours
INVLN000839,INV000200,Synthetic Contract 34 - Professional Services Contract,PRJ000308,INVL-0416428,2,8,33.48,267.84,2171.28,2025-09-29 00:00:00,2025-11-13 00:00:00,Hold,5393016,0,BVPL-272846,151,338,2422.101,253,Field Work,152.000.2422.101.000.345,E30A,1,TRUE,FALSE,TRUE,TRUE,2025-11-13 04:31:13,Hours
INVLN000840,INV000200,Synthetic Contract 34 - Professional Services Contract,PRJ000308,INVL-0416429,3,4,195.7,782.8,2171.28,2025-09-29 00:00:00,2025-11-13 00:00:00,Hold,5393016,0,BVPL-272860,151,338,2422.101,253,Field Work,152.000.2422.101.000.345,L10R,1,TRUE,FALSE,TRUE,TRUE,2025-11-13 04:31:13,Hours
INVLN000841,INV000200,Synthetic Contract 34 - Professional Services Contract,PRJ000308,INVL-0416430,4,8,83.43,667.44,2171.28,2025-09-29 00:00:00,2025-11-13 00:00:00,Hold,5393016,0,BVPL-272868,151,338,2422.101,253,Field Work,152.000.2422.101.000.345,L40A,1,TRUE,FALSE,TRUE,TRUE,2025-11-13 04:31:13,Hours
INVLN000842,INV000128,Synthetic Contract 47 - Vendor Services Contract,PRJ000416,INVL-0478261,1,1,102.5,102.5,102.5,2025-10-16 00:00:00,2025-12-15 00:00:00,Hold,2576984,0,BVPL-267687,671,703,2422.101,0,Field Work,944.000.2422.101.000.345,PD,1,TRUE,FALSE,TRUE,TRUE,2025-11-13 06:07:48,Each
INVLN000843,INV000105,Synthetic Contract 6 - Construction Services Agreement,PRJ000417,INVL-0535305,1,0.75,720,540,540,2025-11-06 00:00:00,2025-12-06 00:00:00,Hold,3296648,0,BVPL-104115,,,2422.201,,Field Work,441.000.2422.201.000.345,2PFC,1,TRUE,FALSE,TRUE,TRUE,2025-11-13 08:59:41,Each
INVLN000844,INV000016,Synthetic Contract 33 - Equipment Supply Agreement,PRJ000418,INVL-0505146,1,1517.04,1,1517.04,26925.63,2025-10-27 00:00:00,2025-12-11 00:00:00,Hold,5400058,0,BVPL-107040,151,338,2422.201,0,Contractor Provided Material,151.000.2422.201.000.505,P71G,1,FALSE,FALSE,TRUE,TRUE,2025-11-13 08:05:56,Each
INVLN000845,INV000016,Synthetic Contract 33 - Equipment Supply Agreement,PRJ000418,INVL-0505147,2,132.74,1,132.74,26925.63,2025-10-27 00:00:00,2025-12-11 00:00:00,Hold,5400058,0,BVPL-266582,151,338,2422.201,0,Contractor Provided Material,151.000.2422.201.000.505,TAX,1,FALSE,FALSE,TRUE,TRUE,2025-11-13 08:05:56,Each
