Invoice_Id,PO_Description__c,Invoice_Name,Vendor__Name,Contract__Name,Invoice_Date__c,Approval_Date__c,Due_Date_Formula__c,Days_Pending_Approval__c,Infinium_Release_Number__c,Released_On__c,PO_Name,ProjectInvoice__c,Integration_Error_Message__c,Integration_Status__c,LastModifiedDate,Payment_Terms__c,Reason__c,sitetracker__Status__c,State__c,Original_Total_Amount__c,Total_Amount__c,Total_Invoice_Amount__c
INV000075,Synthetic Solutions Group 3 - Construction Services Agreement - Site B,INV-SYN-000075,Synthetic Solutions Group 3,BVP-00460,2025-10-17 00:00:00,2025-10-31 00:00:00,2025-11-16 00:00:00,26,,,SYN_PO_5,TRUE,"Detail from service: Validation errors exist. and 
 Validation Message: [
  {
    ""lineNumber"": 1,
    ""message"": ""GL account 441.000.3411.504.000.345 is not valid. Cost Code Not Valid For This Project""
  }
]",Fail,2025-11-12 05:52:12,30,,Hold,CT,720,720,720
INV000076,Global Synthetic Industries 4 - Network Infrastructure Services - Q1 2025,SYNTHETIC-INV-000076,Global Synthetic Industries 4,BVP-02554,2025-07-22 00:00:00,2025-09-17 00:00:00,2025-09-20 00:00:00,113,,,Synthetic_PO_6,TRUE,"Detail from service: Validation errors exist. and 
 Validation Message: [
  {
    ""lineNumber"": 1,
    ""message"": ""GL account 174.000.2422.201.000.344 is not valid. Project Number Not Valid""
  }
]",Fail,2025-11-12 01:49:28,60,CAP MGMT,Hold,TX,671.5,671.5,671.5
INV000077,Synthetic Tech Partners 5 - Construction Services Agreement - Site A,SYN-INVOICE-000077,Synthetic Tech Partners 5,BVP-02536,2025-11-04 00:00:00,2025-11-12 00:00:00,2026-01-03 00:00:00,8,,,PO_Synthetic_7,TRUE,"Detail from service: The invoice amount is greater than the amount available on the PO. and 
 Validation Message: {
  ""vendorId"": ""8020345"",
  ""vendorInvoiceNumber"": ""SYN-INVOICE-000077"",
  ""status"": ""Error""
}",Fail,2025-11-12 14:01:35,60,,Hold,CA,1750,1750,1750
INV000078,ABC Synthetic Corp 1 - Network Infrastructure Services - Region West,INV-SYN-000078,ABC Synthetic Corp 1,BVP-02561,2025-10-17 00:00:00,2025-10-27 00:00:00,2025-12-16 00:00:00,26,,,PO_Synthetic_1,TRUE,"Detail from service: The invoice amount is greater than the amount available on the PO. and 
 Validation Message: {
  ""vendorId"": ""5617198"",
  ""vendorInvoiceNumber"": ""INV-SYN-000078"",
  ""status"": ""Error""
}",Fail,2025-11-12 05:55:49,60,BLANK,Hold,FL,2482.5,2482.5,2482.5
INV000079,ABC Synthetic Corp 1 - Professional Services Engagement - Phase 3,SYNTHETIC-INV-000079,ABC Synthetic Corp 1,BVP-02564,2025-10-27 00:00:00,2025-10-29 00:00:00,2025-12-26 00:00:00,16,,,PO_Synthetic_4,TRUE,"Detail from service: Validation errors exist. and 
 Validation Message: [
  {
    ""lineNumber"": 1,
    ""message"": ""GL account 441.000.2421.201.000.344 is not valid. Cost Code Not Valid For This Project""
  }
]",Fail,2025-11-12 07:26:54,60,,Hold,CT,305.72,305.72,305.72
INV000080,Synthetic Tech Partners 17 - Network Infrastructure Services - Site A,SYN-INVOICE-000080,Synthetic Tech Partners 17,"Synthetic Tech Partners 17-Quote Work -TX, IN, OH, WI, AZ, AL",2025-08-06 00:00:00,2025-09-05 00:00:00,2025-10-05 00:00:00,98,,,SYN_PO_41,TRUE,"Detail from service: Validation errors exist. and 
 Validation Message: [
  {
    ""lineNumber"": 1,
    ""message"": ""GL account 164.348.6232.000.182.344 is not valid. Project Number Not Valid""
  }
]",Fail,2025-11-12 01:58:31,60,CAP MGMT,Hold,FL,1900,1900,1900
INV000081,XYZ Services LLC 26 - Fiber Optic Installation Project - Region East,INV-SYN-000081,XYZ Services LLC 26,BVP-02883,2025-09-03 00:00:00,2025-10-13 00:00:00,2025-11-02 00:00:00,70,,,Synthetic_PO_42,TRUE,"Detail from service: Validation errors exist. and 
 Validation Message: [
  {
    ""lineNumber"": 1,
    ""message"": ""GL account 151.338.6421.000.231.345 is not valid. Cost Code Not Valid For This Project""
  },
  {
    ""lineNumber"": 2,
    ""message"": ""GL account 151.338.6421.000.231.345 is not valid. Cost Code Not Valid For This Project""
  },
  {
    ""lineNumber"": 3,
    ""message"": ""GL account 151.338.6421.000.231.345 is not valid. Cost Code Not Valid For This Project""
  },
  {
    ""lineNumber"": 4,
    ""message"": ""GL account 151.338.6421.000.231.345 is not valid. Cost Code Not Valid For This Project""
  },
  {
    ""lineNumber"": 5,
    ""message"": ""GL account 151.338.6421.000.231.345 is not valid. Cost Code Not Valid For This Project""
  }
]",Fail,2025-11-12 02:45:23,60,,Hold,CA,12870.28,12870.28,12870.28
INV000082,Synthetic Tech Partners 17 - Fiber Optic Installation Project - Region West,SYNTHETIC-INV-000082,Synthetic Tech Partners 17,"Synthetic Tech Partners 17-Quote Work -TX, IN, OH, WI, AZ, AL",2025-10-01 00:00:00,2025-11-06 00:00:00,2025-11-30 00:00:00,42,,,SYN_PO_23,TRUE,"Detail from service: Validation errors exist. and 
 Validation Message: [
  {
    ""lineNumber"": 1,
    ""message"": ""GL account 171.000.3362.004.000.345 is not valid. Cost Code Not Valid For This Project""
  }
]",Fail,2025-11-12 04:39:33,60,,Hold,TX,1600,1600,1600
INV000083,Synthetic Tech Partners 5 - Construction Services Agreement - Site A,SYN-INVOICE-000083,Synthetic Tech Partners 5,BVP-02536,2025-11-03 00:00:00,2025-11-05 00:00:00,2026-01-02 00:00:00,9,,,PO_Synthetic_7,TRUE,"Detail from service: The invoice amount is greater than the amount available on the PO. and 
 Validation Message: {
  ""vendorId"": ""8020345"",
  ""vendorInvoiceNumber"": ""SYN-INVOICE-000083"",
  ""status"": ""Error""
}",Fail,2025-11-11 08:44:38,60,BLANK,Hold,CA,541.9,541.9,541.9
INV000084,Synthetic Tech Partners 5 - Fiber Optic Installation Project - Phase 2,INV-SYN-000084,Synthetic Tech Partners 5,BVP-02536,2025-09-09 00:00:00,2025-10-13 00:00:00,2025-11-08 00:00:00,64,,,Synthetic_PO_21,TRUE,"Detail from service: Validation errors exist. and 
 Validation Message: [
  {
    ""lineNumber"": 2,
    ""message"": ""GL account 012.338.6421.000.182.344 is not valid. Cost Code Not Valid For This Project""
  },
  {
    ""lineNumber"": 3,
    ""message"": ""GL account 012.338.6421.000.182.344 is not valid. Cost Code Not Valid For This Project""
  },
  {
    ""lineNumber"": 4,
    ""message"": ""GL account 012.338.6421.000.182.344 is not valid. Cost Code Not Valid For This Project""
  }
]",Fail,2025-11-12 02:57:59,60,,Hold,CA,2170,2170,2170
INV000085,Synthetic Tech Partners 5 - Construction Services Agreement - Site A,SYNTHETIC-INV-000085,Synthetic Tech Partners 5,BVP-02536,2025-10-29 00:00:00,2025-10-30 00:00:00,2025-12-28 00:00:00,14,,,PO_Synthetic_7,TRUE,"Detail from service: The invoice amount is greater than the amount available on the PO. and 
 Validation Message: {
  ""vendorId"": ""8020345"",
  ""vendorInvoiceNumber"": ""SYNTHETIC-INV-000085"",
  ""status"": ""Error""
}",Fail,2025-11-11 08:20:26,60,BLANK,Hold,CA,2170,2170,2170
INV000086,Synthetic Tech Partners 5 - Professional Services Engagement - Installation,SYN-INVOICE-000086,Synthetic Tech Partners 5,BVP-02536,2025-10-17 00:00:00,2025-11-03 00:00:00,2025-12-16 00:00:00,26,,,PO_Synthetic_43,TRUE,"Detail from service: Validation errors exist. and 
 Validation Message: [
  {
    ""lineNumber"": 1,
    ""message"": ""GL account 151.000.2423.201.000.344 is not valid. Main/Sub Not Valid For This Project""
  },
  {
    ""lineNumber"": 2,
    ""message"": ""GL account 151.000.2423.201.000.344 is not valid. Main/Sub Not Valid For This Project""
  },
  {
    ""lineNumber"": 3,
    ""message"": ""GL account 151.000.2423.201.000.344 is not valid. Main/Sub Not Valid For This Project""
  },
  {
    ""lineNumber"": 4,
    ""message"": ""GL account 151.000.2423.201.000.344 is not valid. Main/Sub Not Valid For This Project""
  },
  {
    ""lineNumber"": 5,
    ""message"": ""GL account 151.000.2423.201.000.344 is not valid. Main/Sub Not Valid For This Project""
  }
]",Fail,2025-11-12 06:01:00,60,,Hold,CA,1222.48,1222.48,1222.48
INV000087,Synthetic Solutions Group 27 - Fiber Optic Installation Project - Phase 2,INV-SYN-000087,Synthetic Solutions Group 27,BVP-02955,2025-09-26 00:00:00,2025-10-24 00:00:00,2025-11-25 00:00:00,47,,,SYN_PO_44,TRUE,"Detail from service: Validation errors exist. and 
 Validation Message: [
  {
    ""lineNumber"": 1,
    ""message"": ""GL account 164.000.2423.401.000.345 is not valid. 1""
  },
  {
    ""lineNumber"": 2,
    ""message"": ""GL account 164.000.2423.401.000.345 is not valid. 1""
  }
]",Fail,2025-11-12 04:17:45,60,,Hold,FL,1425.44,1425.44,1425.44
INV000088,XYZ Services LLC 20 - Fiber Optic Installation Project - Phase 2,SYNTHETIC-INV-000088,XYZ Services LLC 20,BVP-02897,2025-09-29 00:00:00,2025-10-02 00:00:00,2025-11-28 00:00:00,44,,,Synthetic_PO_30,TRUE,"Detail from service: Validation errors exist. and 
 Validation Message: [
  {
    ""lineNumber"": 1,
    ""message"": ""GL account 164.000.2423.401.000.345 is not valid. 1""
  },
  {
    ""lineNumber"": 2,
    ""message"": ""GL account 164.000.2423.401.000.345 is not valid. 1""
  }
]",Fail,2025-11-12 04:26:39,60,,Hold,FL,720.07,720.07,720.07
INV000089,ABC Synthetic Corp 1 - Network Infrastructure Services - Region West,SYN-INVOICE-000089,ABC Synthetic Corp 1,BVP-02561,2025-10-27 00:00:00,2025-11-05 00:00:00,2025-12-26 00:00:00,16,,2025-11-06 00:00:00,PO_Synthetic_1,TRUE,"Detail from service: The invoice amount is greater than the amount available on the PO. and 
 Validation Message: {
  ""vendorId"": ""5617198"",
  ""vendorInvoiceNumber"": ""SYN-INVOICE-000089"",
  ""status"": ""Error""
}",Fail,2025-11-12 07:36:05,60,BLANK,Hold,FL,140,140,140
INV000090,Synthetic Tech Partners 5 - Construction Services Agreement - Site A,INV-SYN-000090,Synthetic Tech Partners 5,BVP-02536,2025-11-05 00:00:00,2025-11-06 00:00:00,2026-01-04 00:00:00,7,,,PO_Synthetic_7,TRUE,"Detail from service: The invoice amount is greater than the amount available on the PO. and 
 Validation Message: {
  ""vendorId"": ""8020345"",
  ""vendorInvoiceNumber"": ""INV-SYN-000090"",
  ""status"": ""Error""
}",Fail,2025-11-11 08:58:58,60,BLANK,Hold,CA,312.47,312.47,312.47
INV000091,Synthetic Tech Partners 5 - Fiber Optic Installation Project - Phase 2,SYNTHETIC-INV-000091,Synthetic Tech Partners 5,BVP-02536,2025-09-09 00:00:00,2025-10-13 00:00:00,2025-11-08 00:00:00,64,,,Synthetic_PO_21,TRUE,"Detail from service: Validation errors exist. and 
 Validation Message: [
  {
    ""lineNumber"": 1,
    ""message"": ""GL account 151.000.2423.301.000.344 is not valid. 1""
  },
  {
    ""lineNumber"": 2,
    ""message"": ""GL account 151.000.2423.301.000.344 is not valid. 1""
  },
  {
    ""lineNumber"": 3,
    ""message"": ""GL account 151.000.2423.301.000.344 is not valid. 1""
  }
]",Fail,2025-11-12 02:59:25,60,,Hold,CA,306.04,306.04,306.04
INV000092,Synthetic Vendor Inc 12 - Telecommunications Maintenance Contract - Installation,SYN-INVOICE-000092,Synthetic Vendor Inc 12,BVP-00257,2025-09-17 00:00:00,2025-10-22 00:00:00,2026-02-14 00:00:00,56,,,PO_Synthetic_16,TRUE,"Detail from service: Validation errors exist. and 
 Validation Message: [
  {
    ""lineNumber"": 1,
    ""message"": ""GL account 941.133.6423.000.231.345 is not valid. Cost Code Not Valid For This Project""
  },
  {
    ""lineNumber"": 2,
    ""message"": ""GL account 941.133.6423.000.231.345 is not valid. Cost Code Not Valid For This Project""
  },
  {
    ""lineNumber"": 3,
    ""message"": ""GL account 941.133.6423.000.231.345 is not valid. Cost Code Not Valid For This Project""
  },
  {
    ""lineNumber"": 4,
    ""message"": ""GL account 941.133.6423.000.231.345 is not valid. Cost Code Not Valid For This Project""
  },
  {
    ""lineNumber"": 5,
    ""message"": ""GL account 941.133.6423.000.231.345 is not valid. Cost Code Not Valid For This Project""
  }
]",Fail,2025-11-12 03:25:11,150,,Hold,WI,4011,4011,4011
INV000093,Synthetic Tech Partners 5 - Construction Services Agreement - Site A,INV-SYN-000093,Synthetic Tech Partners 5,BVP-02536,2025-09-24 00:00:00,2025-10-16 00:00:00,2025-11-23 00:00:00,49,,,PO_Synthetic_7,TRUE,"Detail from service: The invoice amount is greater than the amount available on the PO. and 
 Validation Message: {
  ""vendorId"": ""8020345"",
  ""vendorInvoiceNumber"": ""INV-SYN-000093"",
  ""status"": ""Error""
}",Fail,2025-11-12 03:49:02,60,BLANK,Hold,CA,948.45,948.45,948.45
INV000094,Synthetic Tech Partners 5 - Fiber Optic Installation Project - Phase 2,SYNTHETIC-INV-000094,Synthetic Tech Partners 5,BVP-02536,2025-09-11 00:00:00,2025-10-14 00:00:00,2025-11-10 00:00:00,62,,,Synthetic_PO_21,TRUE,"Detail from service: Validation errors exist. and 
 Validation Message: [
  {
    ""lineNumber"": 1,
    ""message"": ""GL account 151.338.6422.000.182.344 is not valid. Cost Code Not Valid For This Project""
  },
  {
    ""lineNumber"": 2,
    ""message"": ""GL account 151.338.6422.000.182.344 is not valid. Cost Code Not Valid For This Project""
  },
  {
    ""lineNumber"": 3,
    ""message"": ""GL account 151.338.6422.000.182.344 is not valid. Cost Code Not Valid For This Project""
  },
  {
    ""lineNumber"": 4,
    ""message"": ""GL account 151.338.6422.000.182.344 is not valid. Cost Code Not Valid For This Project""
  },
  {
    ""lineNumber"": 5,
    ""message"": ""GL account 151.000.3422.104.000.344 is not valid. Cost Code Not Valid For This Project""
  },
  {
    ""lineNumber"": 6,
    ""message"": ""GL account 151.000.3422.204.000.344 is not valid. Cost Code Not Valid For This Project""
  },
  {
    ""lineNumber"": 7,
    ""message"": ""GL account 151.000.3422.104.000.344 is not valid. Cost Code Not Valid For This Project""
  },
  {
    ""lineNumber"": 8,
    ""message"": ""GL account 151.000.3422.104.000.344 is not valid. Cost Code Not Valid For This Project""
  },
  {
    ""lineNumber"": 9,
    ""message"": ""GL account 151.000.3422.104.000.344 is not valid. Cost Code Not Valid For This Project""
  },
  {
    ""lineNumber"": 10,
    ""message"": ""GL account 151.000.3422.104.000.344 is not valid. Cost Code Not Valid For This Project""
  }
]",Fail,2025-11-12 03:10:55,60,,Hold,CA,368.48,368.48,368.48
INV000095,XYZ Services LLC 20 - Fiber Optic Installation Project - Phase 2,SYN-INVOICE-000095,XYZ Services LLC 20,BVP-02897,2025-10-30 00:00:00,2025-11-05 00:00:00,2025-12-29 00:00:00,13,,,Synthetic_PO_30,TRUE,"Detail from service: Validation errors exist. and 
 Validation Message: [
  {
    ""lineNumber"": 1,
    ""message"": ""GL account 161.348.6423.000.231.345 is not valid. Cost Code Not Valid For This Project""
  },
  {
    ""lineNumber"": 2,
    ""message"": ""GL account 161.348.6423.000.231.345 is not valid. Cost Code Not Valid For This Project""
  },
  {
    ""lineNumber"": 3,
    ""message"": ""GL account 161.348.6423.000.231.345 is not valid. Cost Code Not Valid For This Project""
  },
  {
    ""lineNumber"": 4,
    ""message"": ""GL account 161.348.6423.000.231.345 is not valid. Cost Code Not Valid For This Project""
  }
]",Fail,2025-11-11 08:23:31,60,,Hold,FL,539.3,539.3,539.3
INV000096,Global Synthetic Industries 28 - Fiber Optic Installation Project - Deployment,INV-SYN-000096,Global Synthetic Industries 28,BVP-00384,2025-08-06 00:00:00,2025-09-08 00:00:00,2025-09-20 00:00:00,98,,,Synthetic_PO_45,TRUE,"Detail from service: Validation errors exist. and 
 Validation Message: [
  {
    ""lineNumber"": 1,
    ""message"": ""GL account 151.000.2411.001.000.345 is not valid. Project Not Approved""
  },
  {
    ""lineNumber"": 2,
    ""message"": ""GL account 151.000.2411.001.000.345 is not valid. Project Not Approved""
  },
  {
    ""lineNumber"": 3,
    ""message"": ""GL account 151.000.2411.001.000.345 is not valid. Project Not Approved""
  },
  {
    ""lineNumber"": 4,
    ""message"": ""GL account 151.000.2411.001.000.345 is not valid. Project Not Approved""
  },
  {
    ""lineNumber"": 5,
    ""message"": ""GL account 151.000.2411.001.000.345 is not valid. Project Not Approved""
  }
]",Fail,2025-11-12 01:56:37,45,PNA,Hold,CA,3916,3916,3916
INV000097,Synthetic Tech Partners 29 - Telecommunications Maintenance Contract - Deployment,SYNTHETIC-INV-000097,Synthetic Tech Partners 29,BVP-02831,2025-10-15 00:00:00,2025-10-31 00:00:00,2025-12-14 00:00:00,28,,,PO_Synthetic_46,TRUE,"Detail from service: Validation errors exist. and 
 Validation Message: [
  {
    ""lineNumber"": 1,
    ""message"": ""GL account 501.121.6423.000.253.345 is not valid. Cost Code Not Valid For This Project""
  },
  {
    ""lineNumber"": 2,
    ""message"": ""GL account 501.121.6423.000.253.345 is not valid. Cost Code Not Valid For This Project""
  },
  {
    ""lineNumber"": 3,
    ""message"": ""GL account 501.121.6423.000.253.345 is not valid. Cost Code Not Valid For This Project""
  }
]",Fail,2025-11-12 04:32:32,60,,Hold,IA,2248,2248,2248
INV000098,ABC Synthetic Corp 1 - Fiber Optic Installation Project - Buildout,SYN-INVOICE-000098,ABC Synthetic Corp 1,BVP-02565,2025-10-11 00:00:00,2025-11-10 00:00:00,2025-12-10 00:00:00,32,,,SYN_PO_8,TRUE,"Detail from service: Validation errors exist. and 
 Validation Message: [
  {
    ""lineNumber"": 6,
    ""message"": ""GL account 942.000.2421.201.000.344 is not valid. Project Closed""
  }
]",Fail,2025-11-12 04:40:04,60,,Hold,OH,1620,1620,1620
INV000099,Synthetic Solutions Group 3 - Construction Services Agreement - Site B,INV-SYN-000099,Synthetic Solutions Group 3,BVP-00460,2025-10-20 00:00:00,2025-10-31 00:00:00,2025-11-19 00:00:00,23,,,SYN_PO_5,TRUE,"Detail from service: Validation errors exist. and 
 Validation Message: [
  {
    ""lineNumber"": 1,
    ""message"": ""GL account 441.000.2411.502.000.345 is not valid. Cost Code Not Valid For This Project""
  }
]",Fail,2025-11-12 06:19:09,30,,Hold,CT,911.25,911.25,911.25
INV000100,Synthetic Vendor Inc 12 - Construction Services Agreement - Region North,SYNTHETIC-INV-000100,Synthetic Vendor Inc 12,BVP-00238,2025-11-01 00:00:00,2025-11-03 00:00:00,2026-03-31 00:00:00,11,,,SYN_PO_47,TRUE,"Detail from service: Validation errors exist. and 
 Validation Message: [
  {
    ""lineNumber"": 1,
    ""message"": ""GL account 151.000.2422.201.000.345 is not valid. Cost Code Not Valid For This Project""
  },
  {
    ""lineNumber"": 2,
    ""message"": ""GL account 151.000.2422.201.000.345 is not valid. Cost Code Not Valid For This Project""
  },
  {
    ""lineNumber"": 3,
    ""message"": ""GL account 151.000.2422.201.000.345 is not valid. Cost Code Not Valid For This Project""
  },
  {
    ""lineNumber"": 4,
    ""message"": ""GL account 151.000.2422.201.000.345 is not valid. Cost Code Not Valid For This Project""
  },
  {
    ""lineNumber"": 5,
    ""message"": ""GL account 151.000.2422.201.000.345 is not valid. Cost Code Not Valid For This Project""
  }
]",Fail,2025-11-11 08:38:37,150,,Hold,CA,149.47,149.47,149.47
INV000101,ABC Synthetic Corp 1 - Site Development and Build Out - Site C,SYN-INVOICE-000101,ABC Synthetic Corp 1,BVP-02565,2025-07-29 00:00:00,2025-09-30 00:00:00,2025-09-27 00:00:00,106,526,2025-09-30 00:00:00,PO_Synthetic_40,TRUE,"Detail from service: Failed Validation and 
 Validation Message: {
  
} and 
 Validation Message: {
  ""lines"": [
    {
      ""invoiceLineNumber"": {
        ""isEmpty"": ""Value is required and can't be empty""
      }
    },
    {
      ""invoiceLineNumber"": {
        ""isEmpty"": ""Value is required and can't be empty""
      }
    },
    {
      ""invoiceLineNumber"": {
        ""isEmpty"": ""Value is required and can't be empty""
      }
    },
    {
      ""invoiceLineNumber"": {
        ""isEmpty"": ""Value is required and can't be empty""
      }
    }
  ]
}",FAIL,2025-11-05 08:41:17,60,ACCT,Hold,WV,424.61,424.61,424.61
INV000102,ABC Synthetic Corp 1 - Network Infrastructure Services - Region West,INV-SYN-000102,ABC Synthetic Corp 1,BVP-00884,2025-10-21 00:00:00,2025-10-27 00:00:00,2025-12-20 00:00:00,22,,,PO_Synthetic_1,TRUE,"Detail from service: The invoice amount is greater than the amount available on the PO. and 
 Validation Message: {
  ""vendorId"": ""5617198"",
  ""vendorInvoiceNumber"": ""INV-SYN-000102"",
  ""status"": ""Error""
}",Fail,2025-11-12 06:42:45,60,BLANK,Hold,FL,725,725,725
INV000103,Synthetic Solutions Group 3 - Construction Services Agreement - Site B,SYNTHETIC-INV-000103,Synthetic Solutions Group 3,BVP-00460,2025-10-21 00:00:00,2025-10-31 00:00:00,2025-11-20 00:00:00,22,,,SYN_PO_5,TRUE,"Detail from service: Validation errors exist. and 
 Validation Message: [
  {
    ""lineNumber"": 1,
    ""message"": ""GL account 441.000.2421.201.000.345 is not valid. Project Closed""
  }
]",Fail,2025-11-12 06:28:27,30,,Hold,CT,540,540,540
INV000104,Synthetic Solutions Group 9 - Telecommunications Maintenance Contract - Region West,SYN-INVOICE-000104,Synthetic Solutions Group 9,BVP-02877,2025-09-05 00:00:00,2025-10-14 00:00:00,2025-11-04 00:00:00,68,,,Synthetic_PO_12,TRUE,"Detail from service: Validation errors exist. and 
 Validation Message: [
  {
    ""lineNumber"": 1,
    ""message"": ""GL account 005.000.2421.201.000.345 is not valid. Project Not Approved""
  },
  {
    ""lineNumber"": 2,
    ""message"": ""GL account 005.000.2421.201.000.345 is not valid. Project Not Approved""
  },
  {
    ""lineNumber"": 3,
    ""message"": ""GL account 005.000.2421.201.000.345 is not valid. Project Not Approved""
  }
]",Fail,2025-11-12 02:43:33,60,PNA,Hold,TN,1267.75,1267.75,1267.75
INV000105,Synthetic Solutions Group 3 - Construction Services Agreement - Site B,INV-SYN-000105,Synthetic Solutions Group 3,BVP-00460,2025-11-06 00:00:00,2025-11-10 00:00:00,2025-12-06 00:00:00,6,,,SYN_PO_5,TRUE,"Detail from service: Validation errors exist. and 
 Validation Message: [
  {
    ""lineNumber"": 1,
    ""message"": ""GL account 441.000.2422.201.000.345 is not valid. Cost Code Not Valid For This Project""
  }
]",Fail,2025-11-11 09:05:41,30,,Hold,CT,540,540,540
INV000106,ABC Synthetic Corp 1 - Site Development and Build Out - Region North,SYNTHETIC-INV-000106,ABC Synthetic Corp 1,BVP-02561,2025-10-02 00:00:00,2025-10-13 00:00:00,2025-12-01 00:00:00,41,,,SYN_PO_35,TRUE,"Detail from service: Validation errors exist. and 
 Validation Message: [
  {
    ""lineNumber"": 1,
    ""message"": ""GL account 005.000.3421.104.000.344 is not valid. Cost Code Not Valid For This Project""
  }
]",Fail,2025-11-12 04:46:39,60,,Hold,TN,75,75,75
INV000107,ABC Synthetic Corp 1 - Fiber Optic Installation Project - Buildout,SYN-INVOICE-000107,ABC Synthetic Corp 1,BVP-02561,2025-08-12 00:00:00,2025-09-15 00:00:00,2025-10-11 00:00:00,92,578,2025-10-29 00:00:00,SYN_PO_8,TRUE,"Detail from service: Failed Validation and 
 Validation Message: {
  
} and 
 Validation Message: {
  ""lines"": {
    ""9"": {
      ""invoiceLineNumber"": {
        ""isEmpty"": ""Value is required and can't be empty""
      }
    }
  }
}",FAIL,2025-11-06 14:09:54,60,ACCT,Hold,FL,2349.2,2349.2,2349.2
INV000108,Synthetic Tech Partners 5 - Construction Services Agreement - Site A,INV-SYN-000108,Synthetic Tech Partners 5,BVP-02536,2025-10-28 00:00:00,2025-10-29 00:00:00,2025-12-27 00:00:00,15,,,PO_Synthetic_7,FALSE,"Detail from service: The invoice amount is greater than the amount available on the PO. and 
 Validation Message: {
  ""vendorId"": ""8020345"",
  ""vendorInvoiceNumber"": ""INV-SYN-000108"",
  ""status"": ""Error""
}",Fail,2025-11-12 07:40:07,60,BLANK,Hold,CA,148,148,148
INV000109,Synthetic Solutions Group 3 - Construction Services Agreement - Site B,SYNTHETIC-INV-000109,Synthetic Solutions Group 3,BVP-00460,2025-10-21 00:00:00,2025-10-31 00:00:00,2025-11-20 00:00:00,22,,,SYN_PO_5,TRUE,"Detail from service: Validation errors exist. and 
 Validation Message: [
  {
    ""lineNumber"": 1,
    ""message"": ""GL account 441.318.6421.000.231.345 is not valid. Cost Code Not Valid For This Project""
  }
]",Fail,2025-11-12 06:29:48,30,,Hold,CT,776.25,776.25,776.25
INV000110,ABC Synthetic Corp 1 - Fiber Optic Installation Project - Buildout,SYN-INVOICE-000110,ABC Synthetic Corp 1,BVP-02561,2025-08-11 00:00:00,2025-09-12 00:00:00,2025-10-10 00:00:00,93,,,SYN_PO_8,TRUE,"Detail from service: Validation errors exist. and 
 Validation Message: [
  {
    ""lineNumber"": 1,
    ""message"": ""GL account 164.000.3423.104.000.344 is not valid. Project Number Not Valid""
  }
]",Fail,2025-11-12 02:01:49,60,CAP MGMT,Hold,FL,1277.5,1277.5,1277.5
INV000111,XYZ Services LLC 8 - Professional Services Engagement - Q3 2025,INV-SYN-000111,XYZ Services LLC 8,BVP-02853,2025-09-25 00:00:00,2025-11-05 00:00:00,2025-11-09 00:00:00,48,,,SYN_PO_11,TRUE,"Detail from service: Validation errors exist. and 
 Validation Message: [
  {
    ""lineNumber"": 1,
    ""message"": ""GL account 152.000.2421.101.000.345 is not valid. Cost Code Not Valid For This Project""
  },
  {
    ""lineNumber"": 2,
    ""message"": ""GL account 152.000.2421.101.000.345 is not valid. Cost Code Not Valid For This Project""
  },
  {
    ""lineNumber"": 3,
    ""message"": ""GL account 152.000.2421.101.000.345 is not valid. Cost Code Not Valid For This Project""
  },
  {
    ""lineNumber"": 4,
    ""message"": ""GL account 152.000.2421.101.000.345 is not valid. Cost Code Not Valid For This Project""
  }
]",Fail,2025-11-12 04:03:09,45,,Hold,CA,1986.6,1986.6,1986.6
INV000112,XYZ Services LLC 8 - Professional Services Engagement - Q3 2025,SYNTHETIC-INV-000112,XYZ Services LLC 8,BVP-02853,2025-09-25 00:00:00,2025-11-05 00:00:00,2025-11-09 00:00:00,48,,,SYN_PO_11,TRUE,"Detail from service: Validation errors exist. and 
 Validation Message: [
  {
    ""lineNumber"": 4,
    ""message"": ""GL account 152.000.2441.001.000.505 is not valid. Cost Code Not Valid For This Project""
  },
  {
    ""lineNumber"": 5,
    ""message"": ""GL account 152.000.2441.001.000.505 is not valid. Cost Code Not Valid For This Project""
  },
  {
    ""lineNumber"": 6,
    ""message"": ""GL account 152.000.2441.001.000.505 is not valid. Cost Code Not Valid For This Project""
  }
]",Fail,2025-11-12 04:05:52,45,,Hold,CA,1994.55,2255.55,2255.55
INV000113,XYZ Services LLC 8 - Professional Services Engagement - Q3 2025,SYN-INVOICE-000113,XYZ Services LLC 8,BVP-00423,2025-05-29 00:00:00,2025-08-19 00:00:00,2025-07-13 00:00:00,167,,,SYN_PO_11,TRUE,"Detail from service: Validation errors exist. and 
 Validation Message: [
  {
    ""lineNumber"": 1,
    ""message"": ""GL account 152.000.2422.201.000.345 is not valid. Project Not Approved""
  },
  {
    ""lineNumber"": 2,
    ""message"": ""GL account 152.000.2422.201.000.345 is not valid. Project Not Approved""
  },
  {
    ""lineNumber"": 3,
    ""message"": ""GL account 152.000.2422.201.000.345 is not valid. Project Not Approved""
  }
]",Fail,2025-11-12 01:35:02,45,PNA,Hold,CA,1750.9,1750.9,1750.9
